source,lemma,display,unit,pos,level,topic,zh,forms,example,translation,exampleSources,levelBasis,status,reviewFields,reviewSource,reviewSourceUrl,reviewedOn
"A2候选；Bokmålsordboka词形待核","panne","ei/en panne","单词","名词","A2","身体与厨房","额头；平底锅（依语境）","ei/en panne · panna/pannen · panner · pannene","Hun slo panna i skapdøra. / Jeg steker egg i ei panne.","她的额头撞到了柜门。 / 我在平底锅里煎鸡蛋。","","身体和厨房日常生活中的同形多义名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/panne","2026-09-24"
"Bokmålsordboka（词头、词性和身体部位义项）","bein","et bein","单词","名词","A2","身体与健康","腿；骨头（依语境）","et bein · beinet · bein · beina / beinene","Jeg har vondt i beinet etter fotballtreningen. / Hunden fikk et bein å tygge på.","足球训练后我腿疼。 / 狗得到一根骨头啃。","https://ordbokene.no/bm/bein","身体部位及日常饮食/运动主题常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bein","2026-09-24"
"A2候选；Bokmålsordboka词形待核","blodåre","ei/en blodåre","单词","名词","A2","身体与健康","血管；血脉","en blodåre · blodåren · blodårer · blodårene","Sykepleieren fant en blodåre på armen. / Blodårene fører blod rundt i kroppen.","护士在手臂上找到一条血管。 / 血管把血液输送到全身。","","人体结构和医疗说明中的复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/blod%C3%A5re","2026-09-24"
"Bokmålsordboka：阳性名词词形及不规则复数","finger","en finger","单词","名词","A2","身体与健康","手指","en finger · fingeren · fingre · fingrene","Hun skar seg i fingeren da hun laget middag. / Barnet teller på fingrene.","她做晚饭时把手指划伤了。 / 孩子掰着手指计数。","https://ordbokene.no/bm/finger","身体部位和日常动作中的基础名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/finger","2026-09-24"
"Bokmålsordboka/Ordbank：阳性/阴性名词词形及身体义项","hud","ei hud","单词","名词","A2","身体与健康","皮肤；（动物）皮；（比喻）船体外壳","ei hud · huda · huden · huder · hudene","Huden blir tørr om vinteren. / Barnet fikk utslett på huden.","冬天皮肤会变干。 / 孩子皮肤上起了疹子。","https://ordbokene.no/bm/hud","描述身体、健康和护肤场景中的基础名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hud","2026-09-24"
"Bokmålsordboka/Ordbank：名词词性与屈折形式","kinn","et kinn","单词","名词","A2","身体与健康","脸颊；面颊","et kinn · kinnet · kinn · kinnene","Hun kysset barnet på kinnet. / Gutten hadde røde kinn etter skituren.","她亲了亲孩子的脸颊。 / 男孩滑雪回来后脸颊红扑扑的。","https://ordbokene.no/bm/kinn","身体部位基础词，常见于外貌、感受和医疗语境，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kinn","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","leppe","ei/en leppe","单词","名词","A2","身体与健康","嘴唇；唇部","ei leppe · leppa · lepper · leppene","Hun har tørre lepper om vinteren. / Han fikk et lite sår på leppa.","她冬天嘴唇容易干。 / 他嘴唇上有个小伤口。","","面部身体部位名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/leppe","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","lunge","ei/en lunge","单词","名词","A2","身体与健康","肺；一侧肺部","ei/en lunge · lunga/lungen · lunger · lungene","Røyking kan skade lungene. / Legen undersøker lungene hennes.","吸烟会损害肺部。 / 医生检查她的肺部。","","基础人体器官名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lunge","2026-09-24"
"app.js · 核心名词; Bokmålsordboka（词头、词性、主要义项及词形）","hode","et hode","单词","名词","A2","身体与健康 / 健康与看医生","头；头部；（依搭配）头脑、每人/每个","et hode · hodet · hoder · hodene / hoda","Jeg har vondt i hodet. / Jeg har vondt i hodet og trenger å hvile. / Vi betaler hundre kroner per hode.","我头疼。 / 我头疼，需要休息。 / 我们每人付一百克朗。","https://ordbokene.no/bm/hode","身体部位基础词，按初级课程交际主题暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hode","2026-09-24"
"A2候选；Bokmålsordboka词形待核","muskel","en muskel","单词","名词","A2","身体与运动","肌肉；（引申）力量、实力/资源","en muskel · muskelen · muskler · musklene","Jeg har vondt i musklene etter treningen. / Store selskaper har økonomiske muskler.","锻炼后我肌肉酸痛。 / 大公司拥有雄厚的经济实力。","https://ordbokene.no/bm/muskel","描述身体、锻炼和疼痛时常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/muskel","2026-09-24"
"vocab-v2-library.js · V2 词条","forkjølelse","en forkjølelse","单词","名词","A2","身体与症状","感冒；普通感冒（上呼吸道病毒感染）","en forkjølelse · forkjølelsen · forkjølelser · forkjølelsene","Barnet har fått en forkjølelse. / Jeg er forkjølet og har rennende nese.","孩子感冒了。 / 我感冒了，还流鼻涕。","https://ordbokene.no/bm/forkj%C3%B8lelse%7Cforkj%C3%B8le","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/forkj%C3%B8lelse","2026-09-24"
"Bokmålsordboka/Ordbank：阳性名词词形及解剖义项","hals","en hals","单词","名词","A2","身体与症状","脖子、颈部；喉咙/咽喉（依语境）","en hals · halsen · halser · halsene","Jeg har vondt i halsen og hoster. / Han tok på seg et skjerf rundt halsen.","我喉咙痛，还咳嗽。 / 他把围巾围在脖子上。","https://ordbokene.no/bm/hals","描述身体部位、穿衣和常见症状的基础名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hals","2026-09-24"
"A2候选；Bokmålsordboka词形待核","hevelse","en hevelse","单词","名词","A2","身体与症状","肿胀；肿起来的部位","en hevelse · hevelsen · hevelser · hevelsene","Legen så en hevelse over øyet. / Hevelsen gikk ned etter noen dager.","医生看到眼睛上方有一处肿胀。 / 几天后肿胀消退了。","https://ordbokene.no/bm/hevelse","看病和描述身体症状的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hevelse","2026-09-24"
"Bokmålsordboka/Ordbank：阴性名词词形与疾病义项","influensa","en influensa","单词","名词","A2","身体与症状","流感；流行性感冒","en influensa · influensaen · influensaer · influensaene","Hun fikk influensa og måtte holde seg hjemme. / Influensa kan gi feber og muskelsmerter.","她得了流感，只好待在家里。 / 流感可能引起发烧和肌肉疼痛。","https://ordbokene.no/bm%2Cnn/INFLUENSA","描述季节性疾病、症状和就医需求的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/influensa","2026-09-24"
"A2候选；Bokmålsordboka词形待核","kvalm","kvalm","单词","形容词","A2","身体与症状","恶心的；令人作呕/不舒服的；（空气）闷得令人难受","kvalm · kvalmt · kvalme · kvalmere · kvalmest","Jeg blir kvalm av lukta. / Det er kvalm og innestengt luft her.","这股气味让我觉得恶心。 / 这里的空气又闷又不流通。","https://ordbokene.no/bm/kvalm","描述常见身体不适的基础形容词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kvalm","2026-09-24"
"vocab-v2-library.js · V2 词条","resept","en resept","单词","名词","A2","身体与症状","处方；药方；（引申）做法、诀窍/实现方案","en resept · resepten · resepter · reseptene","Legen skrev ut en resept på medisinen. / Det finnes ingen enkel resept på suksess.","医生开了一张药物处方。 / 成功没有简单的诀窍。","https://ordbokene.no/bm/resept","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/resept","2026-09-24"
"vocab-v2-library.js · V2 词条","smerte","en smerte","单词","名词","A2","身体与症状","疼痛；痛苦；令人痛苦的事（依语境）","en smerte · smerten · smerter · smertene","Hun kjente en stikkende smerte i hodet. / Han kjente smerte da han falt.","她感到头部一阵刺痛。 / 他摔倒时感到疼痛。","https://ordbokene.no/bm/smerte","项目内部等级标签，需抽查","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/smerte","2026-09-24"
"A2候选；Bokmålsordboka词形待核","svimmel","svimmel","单词","形容词","A2","身体与症状","头晕的；眩晕的；（高度/旋转等引起）发晕的","svimmel · svimmelt · svimle · mer svimmel · mest svimmel","Jeg ble svimmel da jeg reiste meg fort. / Hun blir svimmel av å se ned fra høyden.","我突然站起来时感到一阵头晕。 / 她从高处往下看会头晕。","https://ordbokene.no/nno/bm/svimmel","描述头晕和失衡感的常见形容词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/svimmel","2026-09-24"
"Bokmålsordboka/Ordbank：形容词性数变化及健康义项","syk","syk","单词","形容词","A2","身体与症状","生病的；患病的；（引申）极度渴望/沉迷、荒唐；（口语加强）非常","syk · sykt · syke · sykere · sykest / sykeste","Hunden er syk og vil ikke spise. / Det er sykt bra!","狗病了，不想吃东西。 / 这简直太棒了！","https://ordbokene.no/bm/syk","请假、描述身体状况和看医生时的高频形容词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/syk","2026-09-24"
"A2候选；Bokmålsordboka词形待核","utslett","et utslett","单词","名词","A2","身体与症状","皮疹；皮肤上出现的疹子/炎症","et utslett · utslettet · utslett · utslettene","Barnet fikk utslett på armene. / Utslettet klør, men er ikke rødt.","孩子手臂上起了疹子。 / 这片皮疹发痒，但没有发红。","https://ordbokene.no/bm/utslett","就医和描述皮肤症状常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/utslett","2026-09-24"
"A2候选；Bokmålsordboka词形待核","vondt","et vondt","单词","名词","A2","身体与症状","疼痛；痛楚（名词）","et vondt · vondtet · vondt · vondta / vondtene","Ha vondt i halsen. / Vondtet i ryggen kom tilbake.","喉咙疼。 / 背部的疼痛又出现了。","https://ordbokene.no/bm/vondt","表达疼痛、难受或令人不快的常见形容词形式，暂标 A2","来源已登记：Bokmål词头/词性/名词变格/核心义项","Bokmål词头/词性/名词变格/核心义项","Bokmålsordboka","https://ordbokene.no/bm/vondt","2026-09-24"
"Bokmålsordboka（词头、词性及常用义项）","liv","et liv","单词","名词","A2","生活与日常","生命；生活；活力/生气；寿命或人生阶段（依语境）","et liv · livet · liv · liva / livene","Hun har hatt et langt og godt liv. / Det var liv i gatene hele kvelden.","她度过了漫长而幸福的一生。 / 整晚街上都很热闹。","https://ordbokene.no/nob/bm/liv","表达生活状态、经历和日常活动的高频名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/liv","2026-09-24"
"A2候选；Bokmålsordboka词形待核","bråk","et bråk","单词","名词","A2","声音与冲突","吵闹；喧哗；争吵、麻烦（依语境）","et bråk · bråket · bråk · bråkene","Barna laget mye bråk i gangen. / Det ble bråk etter kampen.","孩子们在走廊里吵得很厉害。 / 比赛结束后起了争执。","https://ordbokene.no/bm/br%C3%A5k","描述噪声、吵闹和麻烦的日常高频名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/br%C3%A5k","2026-09-24"
"Bokmålsordboka/Ordbank：动词词形","hyle","å hyle","单词","动词","A2","声音与反应","尖叫；嚎叫；发出尖锐长声","å hyle · hyler · hylte · har hylt","Barnet begynte å hyle da det slo seg. / Ulven hylte om natta.","孩子摔疼后开始大声哭喊。 / 狼在夜里嚎叫。","https://ordbokene.no/bm/hyle","描述尖叫、嚎叫或物体发出尖锐声时使用，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hyle","2026-09-24"
"A2候选；Bokmålsordboka词形待核","hyling","en hyling","单词","名词","A2","声音与反应","尖叫声；嚎叫声；呼啸声（依发声者）","en/ei hyling · hylingen/hylinga · hylinger · hylingene","Det ble hyling og applaus fra publikum. / Hylingen fra vinden vekket barna.","观众席上响起一阵尖叫和掌声。 / 风的呼啸声把孩子们吵醒了。","https://ordbokene.no/bm/hyling","描述人群、动物或风声的名词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hyling","2026-09-24"
"A2候选；Bokmålsordboka 词头和完整变位","høres","å høres","单词","动词","A2","声音与印象","听起来；听得见；据说/传闻（依结构）","å høres · høres · hørtes · har hørtes","Det høres ut som en god plan. / Stemmen hennes høres tydelig gjennom veggen.","听起来是个不错的计划。 / 隔着墙也能清楚听见她的声音。","https://ordbokene.no/bm/h%C3%B8res","表达听起来、给人某种印象的高频动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/h%C3%B8res","2026-09-24"
"Bokmålsordboka/Ordbank：名词词头、词形与文化义项","nisse","en nisse","单词","名词","A2","圣诞节与民俗","圣诞老人；北欧民间传说中的小精灵/守护灵（依传统语境）","en nisse · nissen · nisser · nissene","Barna gleder seg til at nissen kommer med gaver. / I folketroen bor nissen ofte på gården.","孩子们盼着圣诞老人来送礼物。 / 在民间传说中，nisse 常住在农庄里。","https://ordbokene.no/bm%2Cnn/nisse","挪威圣诞民俗和故事中的常见文化词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/nisse","2026-09-24"
"Bokmålsordboka/Ordbank：中性集合名词词形","julepynt","julepynt","单词","名词","A2","圣诞节与装饰","圣诞装饰；圣诞节装饰品（作为一批装饰统称）","julepynt · julepynten","Vi tar fram julepynten i desember. / Barna laget julepynt av papir.","我们十二月会把圣诞装饰拿出来。 / 孩子们用纸做了圣诞装饰。","https://ordbokene.no/bm%2Cnn/julepynt","挪威圣诞节装饰与家庭传统中的常见名词，暂标 A2","来源已登记：课程词头/词性/英文核心义项/课文单元","课程词头/词性/英文核心义项/课文单元","NTNU LearnNoW 词汇表","https://www.ntnu.edu/learnnow/vocabulary/list","2026-09-24"
"A2候选；Bokmålsordboka：副词用法","før","før","单词","副词","A2","时间顺序","以前；此前；从前","før","Jeg har vært her før. / Kjenner du henne fra før?","我以前来过这里。 / 你以前就认识她吗？","https://ordbokene.no/bm/f%C3%B8r","表示此前、先前经历的常见时间副词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/f%C3%B8r","2026-09-24"
"A2候选；Bokmålsordboka词形待核","fri","fri","单词","形容词","A2","时间与安排","自由的；不受……限制/影响的；空闲的；免费的（依搭配）","fri · fritt · frie · friere · friest / frieste","Jeg er fri på fredag. / Billettene gir fri inngang til museet.","我星期五有空/休息。 / 这些票可以免费进入博物馆。","https://ordbokene.no/bm/17947","工作排班、假期与自由时间常用形容词，暂标 A2","来源已登记：中文主释义/词性/常见语境义/词形/例句译文/逐句用法说明","中文主释义/词性/常见语境义/词形/例句译文/逐句用法说明","Bokmålsordboka","https://ordbokene.no/bm/fri","2026-09-26"
"Bokmålsordboka/Ordbank：阴性复合名词词形","halvtime","en halvtime","单词","名词","A2","时间与安排","半小时；三十分钟","en halvtime · halvtimen · halvtimer · halvtimene","Bussen går hver halvtime. / Det tar en halvtime å gå til stasjonen.","公交车每半小时一班。 / 走到车站要半小时。","https://ordbokene.no/bm/halvtime","约时间、谈持续时长和日常安排的实用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/halvtime","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","periode","en periode","单词","名词","A2","时间与安排","一段时期；阶段；周期（依领域）","en periode · perioden · perioder · periodene","Hun var syk i en kort periode. / En periode i livet kan være krevende.","她有一小段时间生病了。 / 人生中的某个阶段可能会很不容易。","https://ordbokene.no/nob/bm/44674","抽象时间段表达中的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/periode","2026-09-24"
"Bokmålsordboka/Ordbank：名词词形及固定表达","slutt","en slutt","单词","名词","A2","时间与变化","结束；末尾；最后一部分","en slutt · slutten · slutter · sluttene","Til slutt fant vi nøklene. / Filmen hadde en overraskende slutt.","最后我们找到了钥匙。 / 这部电影的结尾出人意料。","https://ordbokene.no/bm/slutt","描述结束、期限和先后顺序时高频使用的名词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/slutt","2026-09-24"
"Bokmålsordboka：副词及形容词同形用法","endelig","endelig","单词","副词","A2","时间与表达","终于；总算；最终/确定的；（强调）偏要、非要（依句法和语气）","endelig","Endelig kom de. / Saken er endelig avgjort. / Hvis du endelig vil, så.","他们终于来了。 / 此事已作出最终裁决。 / 如果你非要这样的话，那就……","https://ordbokene.no/bm/endelig","表示“终于/最终”以及“最终的”时常用的高频词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/endelig","2026-09-24"
"Bokmålsordboka/Ordbank：副词固定形式与比较形式","lenge","lenge","单词","副词","A2","时间与持续","很久；长时间","lenge · lenger · lengst","Vi ventet lenge på bussen. / Det er lenge siden jeg så henne.","我们等公交等了很久。 / 我已经很久没见她了。","https://ordbokene.no/bm/lenge","询问时长、描述持续时间和久别情形中的高频副词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lenge","2026-09-24"
"A2候选；Bokmålsordboka词形待核","når","når","单词","从属连词","A2","时间与从句","当……时；每当……；（引出未来事件）等……时","når","Når jeg kommer hjem, ringer jeg deg. / Ring meg når du er framme.","我到家后给你打电话。 / 你到了以后给我打电话。","https://ordbokene.no/bm/114627","连接时间从句、询问时间的基础高频词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/n%C3%A5r","2026-09-24"
"A2候选；Bokmålsordboka词形待核","innen","innen","单词","介词","A2","时间与范围","在……期限内；不迟于……（截止时间）","innen","Du får svar innen en uke. / Søknaden må sendes innen fredag.","你会在一周内收到答复。 / 申请必须最迟在星期五前寄出。","https://ordbokene.no/bm/innen","表示截止时间或范围边界的高频介词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/innen","2026-09-24"
"Bokmålsordboka/Ordbank：阳性复合名词词形","tidsfrist","en tidsfrist","单词","名词","A2","时间与工作安排","截止期限；最后期限；截止日期/时间","en tidsfrist · tidsfristen · tidsfrister · tidsfristene","Vi må overholde tidsfristen. / Fristen for å søke er 1. juni.","我们必须遵守截止期限。 / 申请截止日期是6月1日。","https://ordbokene.no/bm/tidsfrist","作业、项目、申请和工作任务中的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/tidsfrist","2026-09-24"
"A2候选；Bokmålsordboka词形待核","begynnelse","en begynnelse","单词","名词","A2","时间与过程","开始；开头；起初阶段","en begynnelse · begynnelsen · begynnelser · begynnelsene","I begynnelsen av boka møter vi hovedpersonen. / Til å begynne med var det vanskelig.","在书的开头，我们认识了主人公。 / 一开始这件事很难。","https://ordbokene.no/bm/begynnelse","日常叙述和时间表达常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/begynnelse","2026-09-24"
"A2候选；Bokmålsordboka词形待核","lenger","lenger","单词","副词","A2","时间与距离","更远；更久；不再（常见于 ikke lenger）","lenger","Vi kan ikke vente lenger. / Gå litt lenger fram.","我们不能再等下去了。 / 再往前走一点。","https://ordbokene.no/bm/lenger","比较时间长度、距离或否定持续状态的常见副词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/lenger","2026-09-24"
"A2候选；Bokmålsordboka词形待核","imens","imens","单词","副词","A2","时间与连接","与此同时；在这段时间里","imens","Hun laget middag. Imens dekket barna bordet. / Jeg ryddet kjøkkenet, og imens hørte jeg på radio.","她做晚饭。与此同时，孩子们摆好了餐桌。 / 我收拾厨房时，同时听着收音机。","https://ordbokene.no/bm/imens","连接两个同时发生动作的常用副词/连接词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/imens","2026-09-24"
"Bokmålsordboka/Ordbank：副词固定形式及语用","nettopp","nettopp","单词","副词","A2","时间与强调","刚刚；正好/恰恰；（口语）正是如此；马上（依语境）","nettopp","Hun har nettopp kommet hjem. / Det var nettopp det jeg mente.","她刚到家。 / 我说的正是这件事。","https://ordbokene.no/nob/bm%2Cnn/nettopp","表示“刚刚、正是、确实”的常用副词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/nettopp","2026-09-24"
"A2候选；Bokmålsordboka词形待核","stund","en stund","单词","名词","A2","时间与日常","一会儿；一段时间；片刻","en stund · stunden · stunder · stundene","Vent her en liten stund. / Vi har ikke sett hverandre på en stund.","在这里稍等一会儿。 / 我们有一阵子没见面了。","https://ordbokene.no/bm/stund","日常时间表达和叙事中的常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/stund","2026-09-24"
"A2候选；Bokmålsordboka词形待核","øyeblikk","et øyeblikk","单词","名词","A2","时间与日常表达","瞬间；片刻；某个具体时刻","et øyeblikk · øyeblikket · øyeblikk · øyeblikkene","Vent et øyeblikk! / For øyeblikket bor hun i Trondheim.","等一下！ / 她目前住在特隆赫姆。","https://ordbokene.no/nob/bm/%C3%B8yeblikk","日常交谈和叙事中的常用时间名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/nob/bm/%C3%B8yeblikk","2026-09-24"
"A2候选；Bokmålsordboka词形待核","deretter","deretter","单词","副词","A2","时间与顺序","随后；接着；之后","deretter","Først må du vaske hendene. Deretter kan du lage mat. / Hun tok toget til Oslo og reiste deretter videre.","先洗手，然后就可以做饭了。 / 她先坐火车到奥斯陆，随后继续上路。","https://ordbokene.no/bm/deretter","叙述步骤和事件顺序常见副词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/deretter","2026-09-24"
"A2候选；Bokmålsordboka词头、词性核对","neste","neste","单词","形容词","A2","时间与顺序","下一个；接下来的；下一次/下一段时间的（按顺序或时间）","neste","Vi sees neste uke. / Gå av på neste holdeplass.","我们下周见。 / 在下一站下车。","https://ordbokene.no/bm/neste","安排未来日期、顺序和计划的基础高频形容词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/neste","2026-09-24"
"A2候选；Bokmålsordboka词形待核","øyeblikkelig","øyeblikkelig","单词","形容词","A2","时间与速度","立即的；紧急的；立刻（作副词用法）","øyeblikkelig · øyeblikkelig · øyeblikkelige · mer øyeblikkelig · mest øyeblikkelig","Pasienten trenger øyeblikkelig hjelp. / Hun svarte øyeblikkelig.","这名患者需要紧急救助。 / 她立刻回答了。","https://ordbokene.no/nno/bm/%C3%B8yeblikkelig%7Cstraks","服务、紧急情境中常见词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/%C3%B8yeblikkelig","2026-09-24"
"A2候选；Bokmålsordboka词形待核","plutselig","plutselig","单词","副词","A2","时间与叙述","突然；忽然；出乎意料地","plutselig","Plutselig begynte det å regne. / Han sto plutselig foran døra.","突然下起雨来。 / 他忽然出现在门前。","https://ordbokene.no/bm/plutselig","叙述意外和变化时常用副词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/plutselig","2026-09-24"
"NTNU LearnNoW 05A；Bokmålsordboka 词性与核心义项核对","smør","et smør","单词","名词","A2","食材与厨房","黄油（通常作不可数食材）","et smør · smøret · smør · smøra / smørene","Jeg bruker smør i sausen. / Smøret står i kjøleskapet.","我在酱汁里加黄油。 / 黄油放在冰箱里。","https://ordbokene.no/bm/sm%C3%B8r","课程日常饮食词；项目暂按课程顺序标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sm%C3%B8r","2026-09-24"
"A2候选；Bokmålsordboka词形待核","kjeks","en kjeks","单词","名词","A2","食物与零食","脆饼；饼干（通常是干、脆、无酵的烘焙食品）","en kjeks · kjeksen · kjeks · kjeksene","Server kjeks og ost etter middagen. / Barna fikk en kjeks til kaffen.","晚饭后端上脆饼和奶酪。 / 孩子们喝咖啡时吃了一块饼干。","https://ordbokene.no/nno/search?dict=bm%2Cnn&q=kjeks&scope=eif","日常饮食、购物和招待场景常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kjeks","2026-09-24"
"A2候选；Bokmålsordboka词形待核","skive","en skive","单词","名词","A2","食物与形状","一片；薄片；切片（依切下的东西）","ei/en skive · skiva / skiven · skiver · skivene","Kan jeg få en skive ost til? / Hun la to skiver brød i brødristeren.","我能再要一片奶酪吗？ / 她把两片面包放进了烤面包机。","https://ordbokene.no/bm/skive","三明治、切片食物和形状描述常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/search?dict=bm&q=skive","2026-09-24"
"Bokmålsordboka：动词义项及固定表达","forsyne","å forsyne","单词","动词","A2","食物与用餐","供应；为……提供；（反身）自取食物/饮料","å forsyne · forsyner · forsynte · har forsynt","Kommunen forsyner byen med rent vann. / Det står suppe på bordet, så forsyn deg.","市政部门为这座城市供应干净的水。 / 桌上有汤，请自便盛用。","https://ordbokene.no/bm/forsyne","提供物资、餐桌待客和请人取用食物的常见动词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/forsyne","2026-09-24"
"Bokmålsordboka：名词词性与主要义项","grøt","en grøt","单词","名词","A2","食物与用餐","粥；谷物/面粉煮成的稠食；糊状物（依语境）","en grøt · grøten · grøter · grøtene","Jeg spiser havregrøt til frokost. / Vi går rundt grøten og får aldri sagt hva vi mener.","我早餐吃燕麦粥。 / 我们总是绕弯子，始终没把想说的话说出来。","https://ordbokene.no/bm/gr%C3%B8t / https://ordbokene.no/bm/g%C3%A5%20rundt%20gr%C3%B8ten","挪威日常饮食中的常见食物名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/grøt","2026-09-24"
