id,lemma,display,pos,level,topic,currentZh,reviewedZh,reviewStatus,reviewerNote,reviewedOn
"名词|hode","hode","et hode","名词","A2","身体与健康 / 健康与看医生","头；头部；（依搭配）头脑、每人/每个","头；头部；（依搭配）头脑、每人/每个","已人工审校","et hode 可指头部；bruke hodet 是动脑筋，per hode 是按人数计算。不同搭配选不同中文义；复数定指常用 hodene。https://ordbokene.no/bm/hode","2026-09-26"
"名词|muskel","muskel","en muskel","名词","A2","身体与运动","肌肉；（引申）力量、实力/资源","肌肉；（引申）力量、实力/资源","已人工审校","en muskel 指肌肉组织；经济等抽象语境可比喻力量/资源，如 økonomiske muskler（经济实力）。https://ordbokene.no/bm/muskel","2026-09-26"
"名词|forkjølelse","forkjølelse","en forkjølelse","名词","A2","身体与症状","感冒；普通感冒（上呼吸道病毒感染）","感冒；普通感冒（上呼吸道病毒感染）","已人工审校","ei/en forkjølelse 指普通感冒，不等于流感 influensa。名词是 forkjølelse，形容词“感冒的”是 forkjølet。https://ordbokene.no/bm/forkj%C3%B8lelse%7Cforkj%C3%B8le","2026-09-26"
"名词|hals","hals","en hals","名词","A2","身体与症状","脖子、颈部；喉咙/咽喉（依语境）","脖子、颈部；喉咙/咽喉（依语境）","已人工审校","en hals 指外侧脖颈，也指喉咙；咳嗽、吞咽或疼痛等症状语境通常译喉咙，围巾语境则指脖子。https://ordbokene.no/bm/hals","2026-09-26"
"名词|hevelse","hevelse","en hevelse","名词","A2","身体与症状","肿胀；肿起来的部位","肿胀；肿起来的部位","已人工审校","ei/en hevelse 描述身体某处肿胀的状态或区域；不一定是独立肿块，也不说明病因。https://ordbokene.no/bm/hevelse","2026-09-26"
"名词|influensa","influensa","en influensa","名词","A2","身体与症状","流感；流行性感冒","流感；流行性感冒","已人工审校","ei/en influensa 是流感病毒引起的传染性疾病，常有发热、头痛和肌肉疼痛；不同于普通感冒 forkjølelse。https://ordbokene.no/bm%2Cnn/INFLUENSA","2026-09-26"
"形容词|kvalm","kvalm","kvalm","形容词","A2","身体与症状","恶心的；令人作呕/不舒服的；（空气）闷得令人难受","恶心的；令人作呕/不舒服的；（空气）闷得令人难受","已人工审校","形容人时是感到恶心；形容气味等时是令人反胃；形容空气可指闷、憋闷。另有同形名词 en kvalm（喧闹），是不同词条。https://ordbokene.no/bm/kvalm","2026-09-26"
"名词|resept","resept","en resept","名词","A2","身体与症状","处方；药方；（引申）做法、诀窍/实现方案","处方；药方；（引申）做法、诀窍/实现方案","已人工审校","en resept 在医疗语境是医生开具的用药处方，不等于烹饪食谱；引申义可指实现某结果的方法或诀窍。https://ordbokene.no/bm/resept","2026-09-26"
"名词|smerte","smerte","en smerte","名词","A2","身体与症状","疼痛；痛苦；令人痛苦的事（依语境）","疼痛；痛苦；令人痛苦的事（依语境）","已人工审校","ei/en smerte 可指身体疼痛或心理痛苦；ha smerter 常用复数表达身体疼痛。另有同形动词 smerte，不与本名词混淆。https://ordbokene.no/bm/smerte","2026-09-26"
"形容词|svimmel","svimmel","svimmel","形容词","A2","身体与症状","头晕的；眩晕的；（高度/旋转等引起）发晕的","头晕的；眩晕的；（高度/旋转等引起）发晕的","已人工审校","形容头晕、天旋地转或站不稳的感觉；它描述症状，不单独等于某一医学诊断。https://ordbokene.no/nno/bm/svimmel","2026-09-26"
"形容词|syk","syk","syk","形容词","A2","身体与症状","生病的；患病的；（引申）极度渴望/沉迷、荒唐；（口语加强）非常","生病的；患病的；（引申）极度渴望/沉迷、荒唐；（口语加强）非常","已人工审校","可描述人/动物/植物患病；syk av hjemlengsel 是极度思乡；sykt bra 中 sykt 是口语“非常”；形容行为也可指荒唐。https://ordbokene.no/bm/syk","2026-09-26"
"名词|utslett","utslett","et utslett","名词","A2","身体与症状","皮疹；皮肤上出现的疹子/炎症","皮疹；皮肤上出现的疹子/炎症","已人工审校","et utslett 是皮肤上的疹子或炎症表现；不一定发红，也不能单靠这个词判断病因。https://ordbokene.no/bm/utslett","2026-09-26"
"名词|vondt","vondt","et vondt","名词","A2","身体与症状","疼痛；痛楚（名词）","疼痛；痛楚（名词）","已人工审校","Bokmålsordboka 列作中性名词 et vondt，形式为 vondt–vondtet–vondt–vondta/vondtene。ha vondt i halsen 中为名词性表达；det gjør vondt 中则是形容词形式，词性需区分。https://ordbokene.no/bm/vondt","2026-09-26"
"名词|liv","liv","et liv","名词","A2","生活与日常","生命；生活；活力/生气；寿命或人生阶段（依语境）","生命；生活；活力/生气；寿命或人生阶段（依语境）","已人工审校","et liv 可指生命存在、个人生活经历或活力；liv i gatene 是街上热闹，et langt liv 是长寿。https://ordbokene.no/nob/bm/liv","2026-09-26"
"名词|bråk","bråk","et bråk","名词","A2","声音与冲突","吵闹；喧哗；争吵、麻烦（依语境）","吵闹；喧哗；争吵、麻烦（依语境）","已人工审校","日常中性名词 et bråk 指噪声/喧闹，也可指争执或风波；词典另有罕见旧义，初级日常主题不采用。https://ordbokene.no/bm/br%C3%A5k","2026-09-26"
"动词|hyle","hyle","å hyle","动词","A2","声音与反应","尖叫；嚎叫；发出尖锐长声","尖叫；嚎叫；发出尖锐长声","已人工审校","å hyle 指人或动物发出高而尖的叫声，也可形容警报或风发出尖锐长声；强调叫声，不等同于流泪或哭泣。https://ordbokene.no/bm/hyle","2026-09-26"
"名词|hyling","hyling","en hyling","名词","A2","声音与反应","尖叫声；嚎叫声；呼啸声（依发声者）","尖叫声；嚎叫声；呼啸声（依发声者）","已人工审校","由 hyle 派生，可用 en 或 ei；人群的 hyling 是尖叫声，风的 hyling 是呼啸声。det ble hyling og applaus fra publikum 应译“观众席上响起一阵尖叫和掌声”，不应自行限定成孩子。https://ordbokene.no/bm/hyling","2026-09-26"
"动词|høres","høres","å høres","动词","A2","声音与印象","听起来；听得见；据说/传闻（依结构）","听起来；听得见；据说/传闻（依结构）","已人工审校","Det høres bra ut=听起来不错；声音 høres tydelig=能听清；det høres at ...=听说……。høres ut som 表达听者判断，不等于主动听的 høre。https://ordbokene.no/bm/h%C3%B8res","2026-09-26"
"名词|nisse","nisse","en nisse","名词","A2","圣诞节与民俗","圣诞老人；北欧民间传说中的小精灵/守护灵（依传统语境）","圣诞老人；北欧民间传说中的小精灵/守护灵（依传统语境）","已人工审校","圣诞语境常是 julenissen（圣诞老人）的简称；民间传说中则是与农庄/家庭相关的小型精灵。口语里也可贬称“傻瓜”，语气不友好。https://ordbokene.no/bm%2Cnn/nisse","2026-09-26"
"名词|julepynt","julepynt","julepynt","名词","A2","圣诞节与装饰","圣诞装饰；圣诞节装饰品（作为一批装饰统称）","圣诞装饰；圣诞节装饰品（作为一批装饰统称）","已人工审校","通常作中性集合名词：julepynt/julepynten，指一批圣诞装饰；不把 en julepynt 当作常规词形。单件可说 en juledekorasjon 或具体物名。https://ordbokene.no/bm%2Cnn/julepynt","2026-09-26"
"副词|før","før","før","副词","A2","时间顺序","以前；此前；从前","以前；此前；从前","已人工审校","副词 før 指过去某个时间：Jeg har vært her før=我以前来过这里；fra før=之前就/原本就。本条不混入同形介词/从属连词“在……之前”。https://ordbokene.no/bm/f%C3%B8r","2026-09-26"
"形容词|fri","fri","fri","形容词","A2","时间与安排","自由的；不受……限制/影响的；空闲的；免费的（依搭配）","自由的；不受……限制/影响的；空闲的；免费的（依搭配）","已人工审校","描述人可指有空/休假；描述物品可指不含某物（sukkerfri 无糖）；fri inngang 是免费入场。搭配决定意思。https://ordbokene.no/bm/17947","2026-09-26"
"名词|halvtime","halvtime","en halvtime","名词","A2","时间与安排","半小时；三十分钟","半小时；三十分钟","已人工审校","om en halvtime=半小时后；i en halvtime=持续半小时；hver halvtime=每半小时一次/一班。https://ordbokene.no/bm/halvtime","2026-09-26"
"名词|periode","periode","en periode","名词","A2","时间与安排","一段时期；阶段；周期（依领域）","一段时期；阶段；周期（依领域）","已人工审校","指有范围的一段时间或过程阶段；也可指重复周期、政治任期等。i en kort periode 宜译“一小段时间”，不要机械译成“短周期”。https://ordbokene.no/nob/bm/44674","2026-09-26"
"名词|slutt","slutt","en slutt","名词","A2","时间与变化","结束；末尾；最后一部分","结束；末尾；最后一部分","已人工审校","til slutt=最后/终于；mot slutten av uka=接近周末时；en overraskende slutt=出人意料的结尾；ta slutt=结束/停止。https://ordbokene.no/bm/slutt","2026-09-26"
"副词|endelig","endelig","endelig","副词","A2","时间与表达","终于；总算；最终/确定的；（强调）偏要、非要（依句法和语气）","终于；总算；最终/确定的；（强调）偏要、非要（依句法和语气）","已人工审校","副词 endelig 表示等待后终于发生，也可按语气表示‘偏要/非要’；不要与形容词‘最终的’混淆，该词性在词库中另有独立条目。词典原句及译文已加入。https://ordbokene.no/bm/endelig","2026-09-25"
"副词|lenge","lenge","lenge","副词","A2","时间与持续","很久；长时间","很久；长时间","已人工审校","vente lenge=等很久；Hvor lenge?=多久？；lenge siden=很久以前/已经很久。比较级 lenger 另有“更久/不再”义。https://ordbokene.no/bm/lenge","2026-09-26"
"从属连词|når","når","når","从属连词","A2","时间与从句","当……时；每当……；（引出未来事件）等……时","当……时；每当……；（引出未来事件）等……时","已人工审校","从属连词 når 引导时间从句；谈未来通常用现在时：Når jeg kommer hjem, ringer jeg deg（我到家后给你打电话）。间接问句里的疑问副词 når 是另一句法功能。https://ordbokene.no/bm/114627","2026-09-26"
"介词|innen","innen","innen","介词","A2","时间与范围","在……期限内；不迟于……（截止时间）","在……期限内；不迟于……（截止时间）","已人工审校","innen fredag/innen en uke 表示最迟截止期限；范围边界义常用 innenfor。若截止日是否含当天很重要，应写具体日期和时间。https://ordbokene.no/bm/innen","2026-09-26"
"名词|tidsfrist","tidsfrist","en tidsfrist","名词","A2","时间与工作安排","截止期限；最后期限；截止日期/时间","截止期限；最后期限；截止日期/时间","已人工审校","必须完成或提交某事的最晚时间。holde en tidsfrist=遵守期限，oversitte fristen=超过期限；不同于只表示一段时间的 tidsrom。https://ordbokene.no/bm/tidsfrist","2026-09-26"
"名词|begynnelse","begynnelse","en begynnelse","名词","A2","时间与过程","开始；开头；起初阶段","开始；开头；起初阶段","已人工审校","i begynnelsen av boka=在书的开头；til å begynne med=起初。指开始时间或最初部分。https://ordbokene.no/bm/begynnelse","2026-09-26"
"副词|lenger","lenger","lenger","副词","A2","时间与距离","更远；更久；不再（常见于 ikke lenger）","更远；更久；不再（常见于 ikke lenger）","已人工审校","lenger 是 langt（远）或 lenge（久）的比较级：litt lenger fram=再往前一点；ikke vente lenger=不再等。由地点、时长或否定判断。https://ordbokene.no/bm/lenger","2026-09-26"
"副词|imens","imens","imens","副词","A2","时间与连接","与此同时；在这段时间里","与此同时；在这段时间里","已人工审校","承接同一时段发生的另一动作。为避免与从属连词 mens 混淆，副词 imens 可独立成句或与 og 连用；不要套用从句模板。https://ordbokene.no/bm/imens","2026-09-26"
"副词|nettopp","nettopp","nettopp","副词","A2","时间与强调","刚刚；正好/恰恰；（口语）正是如此；马上（依语境）","刚刚；正好/恰恰；（口语）正是如此；马上（依语境）","已人工审校","har nettopp kommet=刚刚到；nettopp klokka tre=正好三点；nettopp derfor=正因为如此；nettopp nå=正是此刻。不是可以随意插入句子的填充词。https://ordbokene.no/nob/bm%2Cnn/nettopp","2026-09-26"
"名词|stund","stund","en stund","名词","A2","时间与日常","一会儿；一段时间；片刻","一会儿；一段时间；片刻","已人工审校","en stund 是时长不确定的一段时间：en liten stund（一小会儿）、om en stund（过一会儿）、på en stund（一阵子）；不固定对应分钟数。https://ordbokene.no/bm/stund","2026-09-26"
"名词|øyeblikk","øyeblikk","et øyeblikk","名词","A2","时间与日常表达","瞬间；片刻；某个具体时刻","瞬间；片刻；某个具体时刻","已人工审校","for øyeblikket=目前/此刻；om et øyeblikk=马上/一会儿；vent et øyeblikk=等一下。介词和冠词会改变整组意思。https://ordbokene.no/nob/bm/%C3%B8yeblikk","2026-09-26"
"副词|deretter","deretter","deretter","副词","A2","时间与顺序","随后；接着；之后","随后；接着；之后","已人工审校","连接有先后顺序的动作或步骤，不表示原因，也不必然隔很久。句首 Deretter kan du ... 中，限定动词 kan 位于主语 du 前，符合主句动词第二位规则。https://ordbokene.no/bm/deretter","2026-09-26"
"形容词|neste","neste","neste","形容词","A2","时间与顺序","下一个；接下来的；下一次/下一段时间的（按顺序或时间）","下一个；接下来的；下一次/下一段时间的（按顺序或时间）","已人工审校","Bokmålsordboka 将顺序义列为形容词；放在名词前起限定作用：neste stasjon（下一站）、neste uke（下周）。时间表达里通常不加冠词且形式固定；区别于 nærmeste（距离最近的）。语法标签与限定词/形容词卡不同，但词义相同。https://ordbokene.no/bm/neste","2026-09-26"
"形容词|øyeblikkelig","øyeblikkelig","øyeblikkelig","形容词","A2","时间与速度","立即的；紧急的；立刻（作副词用法）","立即的；紧急的；立刻（作副词用法）","已人工审校","øyeblikkelig hjelp=紧急救助；svare øyeblikkelig=立刻回答。中性单数形式仍是 øyeblikkelig，复数/定指 øyeblikkelige。https://ordbokene.no/nno/bm/%C3%B8yeblikkelig%7Cstraks","2026-09-26"
"副词|plutselig","plutselig","plutselig","副词","A2","时间与叙述","突然；忽然；出乎意料地","突然；忽然；出乎意料地","已人工审校","描述事情没有预料或过渡地发生。句首 Plutselig begynte det å regne 中强调天气变化出乎意料；begynte 位于主语 det 前。https://ordbokene.no/bm/plutselig","2026-09-26"
"名词|smør","smør","et smør","名词","A2","食材与厨房","黄油（通常作不可数食材）","黄油（通常作不可数食材）","已人工审校","词典列为中性名词，但泛指食材通常不加 et：bruke smør；smøret 指具体那份；计量说 en pakke smør。不定复数很少用于日常初级表达。https://ordbokene.no/bm/sm%C3%B8r","2026-09-26"
"名词|kjeks","kjeks","en kjeks","名词","A2","食物与零食","脆饼；饼干（通常是干、脆、无酵的烘焙食品）","脆饼；饼干（通常是干、脆、无酵的烘焙食品）","已人工审校","可配奶酪，也可指冰淇淋脆筒；甜味曲奇只是其中一种，不能把所有 kjeks 都译成曲奇。https://ordbokene.no/nno/search?dict=bm%2Cnn&q=kjeks&scope=eif","2026-09-26"
"名词|skive","skive","en skive","名词","A2","食物与形状","一片；薄片；切片（依切下的东西）","一片；薄片；切片（依切下的东西）","已人工审校","en/ei skive 指从一块较大的东西切下的薄片，常见于面包、奶酪或香肠；具体译成“一片/一块”要看食物和切片形状。https://ordbokene.no/bm/skive","2026-09-26"
"动词|forsyne","forsyne","å forsyne","动词","A2","食物与用餐","供应；为……提供；（反身）自取食物/饮料","供应；为……提供；（反身）自取食物/饮料","已人工审校","å forsyne noen med noe 是“为某人提供某物”；forsyne seg med mat/drikke 是自己取食物/饮料。宾语和反身代词会决定句意，不要把所有形式都译成“供应”。https://ordbokene.no/bm/forsyne","2026-09-26"
"名词|grøt","grøt","en grøt","名词","A2","食物与用餐","粥；谷物/面粉煮成的稠食；糊状物（依语境）","粥；谷物/面粉煮成的稠食；糊状物（依语境）","已人工审校","et grøt 日常主要指用谷物、面粉等加水或奶煮成的粥；也可比喻浓稠糊状物。gå rundt grøten 是习语“绕弯子、不直说”，不是字面上的绕着粥走。https://ordbokene.no/bm/gr%C3%B8t","2026-09-26"
"名词|matrett","matrett","en matrett","名词","A2","食物与用餐","一道菜；一种已备好、可以上桌的菜肴","一道菜；一种已备好、可以上桌的菜肴","已人工审校","en matrett 指一道具体菜品/菜肴；菜单、食谱语境常用。一餐是 måltid，食物总称是 mat，不要把三者混为一谈。https://ordbokene.no/nob/search?dict=bm&q=matrett&scope=eif","2026-09-26"
"动词|servere","servere","å servere","动词","A2","食物与用餐","上（食物/饮料）；供应；招待；讲述/抛出（故事等，依宾语）","上（食物/饮料）；供应；招待；讲述/抛出（故事等，依宾语）","已人工审校","餐饮语境中 servere mat/drikke 是“上菜/供应食物饮料”，servere gjestene 是“招待客人”；比喻语境可“讲述”故事。它不是网球等运动中“发球”的常用动词；体育语境应按具体项目用 serve 等表达。","2026-09-26"
"名词|torsk","torsk","en torsk","名词","A2","食物与用餐","鳕鱼；鳕鱼肉（菜肴/食材语境）","鳕鱼；鳕鱼肉（菜肴/食材语境）","已人工审校","en torsk 指鳕科鱼类中的鳕鱼；指捕到或看到的鱼时译“鳕鱼”，菜单、食材语境可译“鳕鱼肉”。它不是所有白肉鱼的统称。https://ordbokene.no/bm/torsk","2026-09-26"
"名词|verden","verden","en verden","名词","A2","世界与社会","世界；人类共同生活的地球；领域/圈子（依语境）","世界；人类共同生活的地球；领域/圈子（依语境）","已人工审校","ei/en verden 可指我们生活的地球、人类社会，也可指某个专业或兴趣领域（musikkens verden“音乐界”）。hele verden 是全世界；译成“世界”还是“领域”看搭配。https://ordbokene.no/bm/VERDEN","2026-09-26"
"动词|skje","skje","å skje","动词","A2","事件与变化","发生；出现（指事件发生）","发生；出现（指事件发生）","已人工审校","å skje 表示某件事发生/出现，常以 det 作形式主语：Hva skjedde?（发生什么事了？）。它不表示主动“执行/完成”某项任务；那类意思要看 gjøre/utføre 等动词。https://ordbokene.no/bm/skje","2026-09-26"
"动词|passe","passe","å passe","动词","A2","适合与照看","适合；合身；照看；留意；传球（依句型）","适合；合身；照看；留意；传球（依句型）","已人工审校","å passe til + 人/用途=适合；klær/sko passer=衣服/鞋合身；passe barn/hus=照看孩子/房子；passe på=留意、看护；球类运动中 passe ballen=传球。必须和后接成分一起学。https://ordbokene.no/nob/bm/passe","2026-09-26"
"名词|passord","passord","et passord","名词","A2","手机与网络","密码；口令（用于验证身份或访问账户/系统）","密码；口令（用于验证身份或访问账户/系统）","已人工审校","et passord 是访问账户、设备或系统时用于验证身份的秘密词或字符组合；常说 skrive inn passordet（输入密码）、endre/bytte passord（更改密码）。一般不指门上的数字门禁码（kode/dørkode）。https://ordbokene.no/bm/passord","2026-09-26"
"形容词|skadet","skadet","skadet","形容词","A2","受伤与损坏","受伤的；受损的；损坏的（依对象）","受伤的；受损的；损坏的（依对象）","已人工审校","修饰人或动物时通常译“受伤的”；修饰物品/建筑时译“受损、损坏的”。它是 skade 的过去分词作形容词，注意与动词 å skade（伤害、损坏）区分。https://ordbokene.no/nob/bm/skade","2026-09-26"
"名词|tomat","tomat","en tomat","名词","A2","蔬菜与食材","番茄；西红柿（植物学为果实，烹饪中常作蔬菜）","番茄；西红柿（植物学为果实，烹饪中常作蔬菜）","已人工审校","en tomat 指番茄这种可食用的红色果实；日常烹饪、沙拉和购物中通常把它当作蔬菜使用。词典还列有番茄植株以及 tomat 表示番茄酱的特定搭配义。https://ordbokene.no/bm/TOMAT","2026-09-26"
"限定词|flere","flere","flere","限定词","A2","数量与比较","更多；几个/若干；另外一些（修饰可数名词复数）","更多；几个/若干；另外一些（修饰可数名词复数）","已人工审校","flere 是数量限定词，可表示“多于一个/若干”，也可在比较中表示“更多”，或表示“再来一些”。flere ganger 是“好几次”，不是“很快”；flere enn ... 是“比……更多”。修饰可数名词复数，不能代替不可数的 mer。https://ordbokene.no/nno/search?dict=bm%2Cnn&q=flere&scope=eif","2026-09-26"
"形容词|ekstra","ekstra","ekstra","形容词","A2","数量与补充","额外的；另外的；特别的（依位置和搭配）","额外的；另外的；特别的（依位置和搭配）","已人工审校","修饰名词时表示“额外/另加”：en ekstra dag（一整天额外时间）；作副词时可表示“特别、格外”或“额外地”：jobbe ekstra（额外工作/加班）。本形不随名词性数变化。https://ordbokene.no/bm/ekstra","2026-09-26"
"名词|del","del","en del","名词","A2","数量与部分","部分；组成部分；份额；参与（依搭配）","部分；组成部分；份额；参与（依搭配）","已人工审校","en del 可指整体的一部分、某个组成部分、应得份额或参与其中；ta del i 是“参加/参与”。固定数量表达 en del + 复数/不可数名词又表示“相当多/不少”，如 en del arbeid（不少工作）；要和独立名词“一个部分”区分。https://ordbokene.no/nob/bm%2Cnn/del","2026-09-26"
"名词|stykke","stykke","et stykke","名词","A2","数量与部分","一块；一段；一件/一篇作品；个（依后接词）","一块；一段；一件/一篇作品；个（依后接词）","已人工审校","et stykke 可指整体切/断下来的一块、一段距离/时间、一件艺术作品或一篇文章。常见量词结构 et stykke kake（一块蛋糕）；gå et stykke（走一段路）；et musikkstykke（一首/一段音乐作品）。https://ordbokene.no/bm/stykke","2026-09-26"
"名词|masse","masse","en masse","名词","A2","数量与程度","物质；团块；（物理）质量；群众；大量（依词性/结构）","物质；团块；（物理）质量；群众；大量（依词性/结构）","已人工审校","名词 en masse 的核心义包括无定形物质/团块、物理学的质量，以及定指 massene（广大群众）。口语 masse folk 等数量表达常表示“很多”，但句中 masse 作量词性用法时不等于在说一团物质；注意冠词和后接名词。https://ordbokene.no/bm/37282","2026-09-26"
"形容词|mye","mye","mye","形容词","A2","数量与程度","很多；大量；很、非常（依句法）","很多；大量；很、非常（依句法）","已人工审校","Bokmålsordboka 将 mye 列为形容词，但它还能独立作代词和副词：mye vann（很多水）；jeg har mye å gjøre（我有很多事要做）；det regner mye（雨下得很大）；mye bedre（好得多）。比较级 mer，最高级 mest；可数复数名词前通常用 mange。https://ordbokene.no/nno/search?dict=bm%2Cnn&q=mye&scope=eif","2026-09-26"
"名词|rest","rest","en rest","名词","A2","数量与剩余","剩下的部分；余量；剩菜（依语境）","剩下的部分；余量；剩菜（依语境）","已人工审校","en rest 指整体中剩余的那部分；食物语境中可指剩菜/剩饭。resten av + 名词=……剩下的部分，如 resten av boka（书的剩余部分）；清洁剂/材料语境也可指余量。https://ordbokene.no/bm/rest","2026-09-26"
"名词|par","par","et par","名词","A2","数量与物品","一对；一双；一对伴侣；几个/两三个（依搭配）","一对；一双；一对伴侣；几个/两三个（依搭配）","已人工审校","et par 可指相配的两个物品/人，也可放在复数名词前作约数：et par hansker（一双手套）、et par dager（两三天/几天）。约数用法通常接近“两三个”，不保证精确等于两个；语境和所搭配对象决定译法。https://ordbokene.no/bm/par","2026-09-26"
"副词|nok","nok","nok","副词","A2","数量与语气","足够；够了；大概、想必（依语气）","足够；够了；大概、想必（依语气）","已人工审校","nok 有几种常见副词义：放在名词/形容词之后或程度结构中，可表示“足够”（penger nok=足够的钱）；在陈述句中也可表示推测“想必/大概”（Det går nok bra=事情大概会顺利）。另有“再一个/再一次”义，如 nok en gang。https://ordbokene.no/nno/bm/nok","2026-09-26"
"限定词|begge","begge","begge","限定词","A2","数量与指代","两者都；双方；两个都","两者都；双方；两个都","已人工审校","begge 专指两个人、两件事或两组事物，通常放在定指复数名词前（begge foreldrene），也可独立作代词（Begge kom）。它表达“两边/两者都”，不是泛指“所有”。形式不变，搭配复数名词和复数谓语。https://ordbokene.no/bm/4938","2026-09-26"
"名词|kode","kode","en kode","名词","A2","数字与科技","代码；密码/门禁码；编码或编号（依领域）","代码；密码/门禁码；编码或编号（依领域）","已人工审校","en kode 可指计算机代码（programmeringskode）、用于开门/验证的数字码（dørkode）、或信息编码。登录账户时的秘密文字密码通常说 passord；kode 不一定保密，也不一定只是数字。https://ordbokene.no/bm/kode","2026-09-26"
"限定词|elleve","elleve","elleve","限定词","A2","数字与数量","十一（基数词）","十一（基数词）","已人工审校","elleve 是基数词 11，作数量和报时：elleve elever（十一名学生）、klokka elleve（十一点）。序数“第十一”不是 elleve，而是 ellevte；本条不把序数词义混进基数词。https://ordbokene.no/bm/elleve","2026-09-26"
"名词|tall","tall","et tall","名词","A2","数字与数量","数字；数值；数量；（复数语境）统计数字/数据","数字；数值；数量；（复数语境）统计数字/数据","已人工审校","et tall 可指数学上的数、书写数字符号或某类数量：tallet 5 是数字5；elevtall 是学生人数；salgstall 是销售数据。若只是识别号码/序号，如门牌或电话数字，常用 nummer；区分数值本身与编号标签。https://ordbokene.no/nob/bm/tall","2026-09-26"
"动词|sovne","sovne","å sovne","动词","A2","睡眠与日常","入睡；睡着（从醒着变为睡着）","入睡；睡着（从醒着变为睡着）","已人工审校","sovne 强调进入睡眠；sove 是处于睡眠状态或睡了多久。sovnet i bilen 是“在车里睡着了”，不是“在车里睡觉”泛指。https://ordbokene.no/bm/sovne","2026-09-26"
"动词|sove","sove","å sove","动词","A2","睡眠与作息 / 待归类","睡觉；处于睡眠状态；睡一段时间","睡觉；处于睡眠状态；睡一段时间","已人工审校","sove 描写睡眠状态或睡眠时长；与 sovne（入睡）区分。还可用于 beinet sover（腿麻了）、sove i timen（上课走神）等搭配。https://ordbokene.no/bm/SOVE","2026-09-26"
"名词|pyjamasjakke","pyjamasjakke","ei pyjamasjakke","名词","A2","睡衣与衣物","睡衣上衣；睡衣的上衣部分","睡衣上衣；睡衣的上衣部分","已人工审校","ei/en pyjamasjakke 是成套睡衣的上衣，不是外穿夹克；pyjamasbukse 是睡裤。词典页面采用搜索入口核对该词条。https://ordbokene.no/nno/search?dict=bm%2Cnn&q=pyjamasjakke&scope=eif","2026-09-26"
"副词|sakte","sakte","sakte","副词","A2","速度与动作","慢慢地；缓慢地；轻声地（依语境）","慢慢地；缓慢地；轻声地（依语境）","已人工审校","sakte 修饰动作时表示速度慢，也可描述声音轻；saktere 是“慢一点/更慢”。同形词还可作形容词，如 sakte fart（较慢的速度）。https://ordbokene.no/bm/sakte","2026-09-26"
"副词|fort","fort","fort","副词","A2","速度与方式","快地；迅速地；很快（速度或短时间内）","快地；迅速地；很快（速度或短时间内）","已人工审校","fort 描写速度快，也可表示事情在短时间内发生；与 snart（不久、即将）不完全相同。https://ordbokene.no/bm/fort","2026-09-26"
"限定词|deres","deres","deres","限定词","A2","所有关系","你们的；他们的；她们的；它们的","你们的；他们的；她们的；它们的","已人工审校","deres 可指 dere 的“你们的”，也可指 de 的“他们/她们/它们的”；单句形式不能区分，需根据上下文确认。与反身 sin/sitt/sine 不同，它不要求所有者是本句主语。https://ordbokene.no/bm/deres","2026-09-26"
"限定词|hennes","hennes","hennes","限定词","A2","所有关系","她的","她的","已人工审校","hennes 是第三人称阴性单数的非反身所有格，形式不随被拥有名词的性数变化。若所有物属于本句主语“她自己”，通常用 sin/sitt/sine。https://ordbokene.no/bm/hennes","2026-09-26"
"限定词|sin","sin","sin","限定词","A2","所有关系","自己的；其本人的（第三人称主语的反身所有格）","自己的；其本人的（第三人称主语的反身所有格）","已人工审校","sin/sitt/sine 回指同一分句的第三人称主语，并按被拥有名词变形：sin bil、sitt hus、sine bøker；若所有者不是主语，通常用 hans/hennes/deres。https://ordbokene.no/bm/sin","2026-09-26"
"限定词|egen","egen","egen","限定词","A2","所有与强调","自己的；本人的；亲自的；专属的（强调独立/归属）","自己的；本人的；亲自的；专属的（强调独立/归属）","已人工审校","egen/eget/egne 按被拥有名词变形；常强调“自己的/亲自的”。på egen hånd 是固定表达“靠自己/亲自”，不是字面上的“在自己的手上”。https://ordbokene.no/bm/egen","2026-09-26"
"形容词|spesiell","spesiell","spesiell","形容词","A2","特征与评价","特别的；特殊的；与众不同的；具体的（依搭配）","特别的；特殊的；与众不同的；具体的（依搭配）","已人工审校","spesiell 可指不同寻常、独特，也可指特定/具体的；描述人的 han er noe spesiell 可能委婉地说“他有点特别”。副词 spesielt 常译“尤其/特别是”。https://ordbokene.no/nob/bm/spesiell","2026-09-26"
"副词|hvorfor","hvorfor","hvorfor","副词","A2","提问与交流","为什么；为何（询问原因）","为什么；为何（询问原因）","已人工审校","直接问句中疑问词在句首，限定动词遵循主句 V2；间接问句中引导从句，主语通常在限定动词前。回答原因常用 fordi。https://ordbokene.no/bm/hvorfor","2026-09-26"
"名词|spørsmål","spørsmål","et spørsmål","名词","A2","提问与交流","问题；疑问；提问（依搭配）","问题；疑问；提问（依搭配）","已人工审校","et spørsmål 可指待回答的问题、疑问或一次提问。stille et spørsmål 是“提出问题”，svare på et spørsmål 是“回答问题”；不定复数与单数同形 spørsmål。https://ordbokene.no/bm/sp%C3%B8rsm%C3%A5l","2026-09-26"
