"lemma","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","zh","exampleNb","exampleZh","levelBasis","reviewStatus"
"lutefisk","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en lutefisk · lutefisken · lutefisker · lutefiskene / lutefisken, lutefisker, lutefiskene","碱渍鳕鱼；卢特菲斯克（挪威传统鱼料理）","Mange familier spiser lutefisk i desember. / Lutefisken serveres med poteter og ertestuing.","许多家庭十二月会吃碱渍鳕鱼。 / 碱渍鳕鱼配土豆和豌豆泥一起上桌。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"matrett","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en matrett · matretten · matretter · matrettene / matretten, matretter, matrettene","一道菜；一种菜肴","Hva er dagens matrett på kafeen? / Fiskesuppe er en populær norsk matrett.","这家咖啡馆今天的特色菜是什么？ / 鱼汤是一道受欢迎的挪威菜。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"merkelig","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","merkelig · merkelig · merkelige · merkeligere · merkeligst / merkelig, merkelige","奇怪的；不同寻常的；特别的","Det var en merkelig lyd fra bilen. / Merkelig nok fant vi nøklene med en gang.","汽车发出一种奇怪的声音。 / 说来也怪，我们一下子就找到了钥匙。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nisse","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en nisse · nissen · nisser · nissene / nissen, nisser, nissene","圣诞小精灵；民间传说中的小矮人/精灵","Barna håper at julenissen kommer på julaften. / I gamle fortellinger bor nissen ofte på gården.","孩子们盼着圣诞精灵在平安夜到来。 / 在古老故事里，nisse 常住在农场。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"nysnø","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","en nysnø · nysnøen · nysnøer · nysnøene / nysnøen","新雪；刚落下的雪","Det kom et tynt lag med nysnø i natt. / Barna laget spor i nysnøen.","昨夜下了一层薄薄的新雪。 / 孩子们在新雪上留下了脚印。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"øl","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","et øl · ølet · øl · ølene / ølet, øl, ølene","啤酒（饮品；点单时一杯/一份）","Restauranten har også alkoholfritt øl. / Han bestilte en øl til maten.","这家餐厅也供应无酒精啤酒。 / 他点了一杯啤酒配餐。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"onkel","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12D","12","en onkel · onkelen · onkler · onklene / onkelen, onkler, onklene","叔叔；伯伯；舅舅；姨父/姑父等（依亲属关系）","Onkelen min bor i Bergen. / Vi besøker onkel Per på lørdag.","我叔叔 / 舅舅住在卑尔根。 / 我们星期六去看望佩尔叔叔。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ønske","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","å ønske · ønsker · ønsket / ønska · ønsket / ønska / ønsker, ønsket, har ønsket","希望；想要；祝愿；希望某人……","Barnet ønsker seg en sykkel til bursdagen. / Jeg ønsker at du får en fin dag.","孩子想要一辆自行车作为生日礼物。 / 我祝你今天过得愉快。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"oppå","介词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","oppå","在……上面；在……顶上","Legg nøklene oppå bordet. / Det ligger et tykt snølag oppå bilen.","把钥匙放到桌面上。 / 汽车上面覆盖着一层厚雪。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"overalt","副词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","overalt","到处；处处； everywhere","Vi lette overalt etter nøklene. / Det ligger snø overalt i hagen.","我们到处找钥匙。 / 花园里到处都是雪。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"overraskelse","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en overraskelse · overraskelsen · overraskelser · overraskelsene / overraskelsen, overraskelser, overraskelsene","惊讶；意外之事；惊喜（依语境）","Det var en hyggelig overraskelse å få besøk av søsteren min. / Til min overraskelse var toget i rute.","姐姐 / 妹妹来看我，真是个惊喜。 / 令我意外的是，火车准点。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"papir","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","12D","12","et papir · papiret · papirer · papirene / papiret, papirer, papirene","纸；纸张；文件/证件（常用复数 papirer）","Kan du skrive adressen på et papir? / Hun må vise papirene sine på kontoret.","你能把地址写在一张纸上吗？ / 她必须在办公室出示自己的文件。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"pinnekjøtt","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","et pinnekjøtt · pinnekjøttet · pinnekjøtt · pinnekjøtta / pinnekjøttene / pinnekjøttet","盐腌风干的羊肋肉；挪威传统节庆菜","Familien serverer pinnekjøtt på julaften. / Pinnekjøttet må vannes ut før det tilberedes.","这家人在平安夜供应挪威传统羊肋肉。 / 这种腌羊肉烹饪前需要先浸泡脱盐。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"presang","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12B","12","en presang · presangen · presanger · presangene / presangen, presanger, presangene","礼物；赠礼","Hun fikk en presang av vennene sine. / Vi kjøpte presangen til bestemor sammen.","她收到了朋友们送的一份礼物。 / 我们一起给奶奶买了那份礼物。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"pudding","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en pudding · puddingen · puddinger · puddingene / puddingen, puddinger, puddingene","布丁；凝固/蒸制的甜咸料理（依具体菜名）","Til dessert fikk vi karamellpudding. / Puddingen står i kjøleskapet.","甜点我们吃了焦糖布丁。 / 布丁放在冰箱里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ribbe","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en ribbe · ribba · ribben · ribber · ribbene / ribba, ribber, ribbene (uncountable)","排骨；肋肉；（圣诞餐）烤猪肋排","Mange spiser ribbe på julaften. / Ribben ble servert med poteter.","许多人在平安夜吃烤猪肋排。 / 肋排配土豆一起上桌了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"rive","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","12D","12","å rive · river · rev · har revet / river, reiv, har revet","撕；扯；拆除；（食物）擦碎","Barnet rev papiret i små biter. / Hun river ost over pastaen.","孩子把纸撕成了小片。 / 她把奶酪擦碎撒在意面上。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"servere","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","å servere · serverer · serverte · har servert / serverer, serverte, har servert","上菜；供应；招待；（体育）发球","Restauranten serverer middag fra klokka fem. / Han serverte godt i den første omgangen.","这家餐馆从五点开始供应晚餐。 / 他在第一局发球发得很好。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"skåle","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","å skåle · skåler · skålte · har skålt / skåler, skålte, har skålt","举杯；碰杯；祝酒","Vi skåler for det nye året. / De skålte med naboene etter middagen.","我们为新年举杯。 / 晚饭后他们和邻居们碰杯。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"skeptisk","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","skeptisk · skeptisk · skeptiske / skeptisk, skeptiske","怀疑的；持怀疑态度的","Jeg er skeptisk til tilbudet fordi prisen er så lav. / De stilte skeptiske spørsmål.","我对这个优惠持怀疑态度，因为价格太低了。 / 他们提出了带有怀疑态度的问题。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"skifte","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","12B","12","å skifte · skifter · skiftet · har skiftet / skifter, skiftet, har skiftet","更换；换衣服；改变；轮换","Jeg må skifte klær før vi går ut. / Været skiftet raskt i løpet av dagen.","我们出门前我得换衣服。 / 天气在一天之内很快就变了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"skjerf","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","et skjerf · skjerfet · skjerf · skjerfene / skjerfet, skjerf, skjerfene","围巾","Ta på deg et skjerf, det blåser ute. / Jeg finner ikke skjerfet mitt.","围条围巾吧，外面在刮风。 / 我找不到我的围巾了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"snøball","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","en snøball · snøballen · snøballer · snøballene / snøballen, snøballer, snøballene","雪球","Barna laget en stor snøball i hagen. / Han kastet snøballer mot muren.","孩子们在花园里捏了一个大雪球。 / 他朝墙扔雪球。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"snøballkrig","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","en snøballkrig · snøballkrigen · snøballkriger · snøballkrigene / snøballkrigen, snøballkriger, snøballkrigene","打雪仗；雪球大战","Barna hadde snøballkrig etter skolen. / Snøballkrigen varte bare noen minutter.","放学后孩子们打了一场雪仗。 / 雪球大战只持续了几分钟。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"snømann","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","en snømann · snømannen · snømenn · snømennene / snømannen, snømanner, snømannene","雪人","Barna lager en snømann i hagen. / Snømennene står fortsatt utenfor huset.","孩子们在花园里堆雪人。 / 那些雪人还站在房子外面。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"speilreflekskamera","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","12D","12","et speilreflekskamera · speilreflekskameraet · speilreflekskameraer · speilreflekskameraene / speilreflekskameraet, speilreflekskameraer, speilreflekskameraene","单反相机；数码单反相机（依语境）","Hun tok bilder av fjellene med et speilreflekskamera. / Speilreflekskameraet hennes har et nytt objektiv.","她用一台单反相机拍了群山。 / 她的单反相机配了一支新镜头。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"svigerforelder","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12B","12","en svigerforelder · svigerforelderen · svigerforeldre · svigerforeldrene / svigerforelderen, svigerforeldre, svigerforeldrene","岳父/岳母；公公/婆婆（性别未说明时的统称）","Vi skal besøke svigerforeldrene mine i helgen. / Hun har et godt forhold til svigerforelderen sin.","我们周末要去看望我的岳父母 / 公婆。 / 她和自己的某一位姻亲家长关系很好。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"svigermor","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","12B","12","en svigermor · svigermoren · svigermødre · svigermødrene / svigermora, svigermødre, svigermødrene","婆婆；岳母；配偶的母亲","Vi skal besøke svigermoren min på søndag. / Begge svigermødrene kommer på middag.","我们星期天要去看望我婆婆 / 岳母。 / 两位婆婆 / 岳母都会来吃晚饭。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"svineribbe","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en svineribbe · svineribba · svineribben · svineribber · svineribbene / svineribba, svineribber, svineribbene","猪肋排；猪肋肉（常用于挪威圣诞烤肉）","De lager svineribbe med sprø svor til jul. / Svineribba serveres ofte med poteter.","他们圣诞节会做表皮酥脆的烤猪肋排。 / 烤猪肋排通常配土豆一起上桌。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tante","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","12D","12","ei tante / en tante · tanta / tanten · tanter · tantene / tanta, tanter, tantene","姑妈；姨妈；舅妈/伯母等；阿姨（依亲属关系或称呼）","Vi skal besøke tante Petra på søndag. / Tanta mi bor i Trondheim.","我们星期天要去看望佩特拉阿姨。 / 我姑妈 / 姨妈住在特隆赫姆。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"torsk","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","en torsk · torsken · torsker · torskene / torsken, torsker, torskene","鳕鱼","Vi spiser kokt torsk med poteter i dag. / Fiskeren fikk tre store torsker.","我们今天吃煮鳕鱼配土豆。 / 渔夫捕到了三条大鳕鱼。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tradisjon","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12B","12","en tradisjon · tradisjonen · tradisjoner · tradisjonene / tradisjonen, tradisjoner, tradisjonene","传统；惯例；习俗","Det er en tradisjon i familien vår å spise grøt på julaften. / Tradisjonen går tilbake til besteforeldrene mine.","我们家有个传统：平安夜吃粥。 / 这个传统可以追溯到我的祖父母那一代。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tulle","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","12C","12","å tulle · tuller · tullet · har tullet / tuller, tullet, har tullet","开玩笑；胡闹；瞎弄","Slapp av, jeg bare tuller. / Ikke tull med den varme ovnen.","放轻松，我只是开玩笑。 / 别乱碰那台热烤箱。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tykk","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","tykk · tykt · tykke · tykkere / tykkest / tykt, tykke","厚的；粗的；浓稠的；胖的（依语境）","Ta på deg en tykk genser, det er kaldt ute. / Suppa er for tykk, så jeg tilsetter litt vann.","穿件厚毛衣吧，外面很冷。 / 汤太稠了，所以我加一点水。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"typisk","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12D","12","typisk · typisk · typiske / typisk, typiske","典型的；有代表性的；通常；真是（依语气）","Regn om høsten er typisk for Vestlandet. / Det er typisk meg å glemme paraplyen.","秋天多雨是挪威西部的典型特点。 / 我这个人就是会忘记带伞。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"uskarp","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","uskarp · uskarpt · uskarpe · mer uskarp · mest uskarp / uskarpt, uskarpe","模糊的；不清晰的；不锋利的","Bildet ble uskarpt fordi kameraet beveget seg. / Teksten er uskarp på den gamle skjermen.","相机移动了，所以照片拍糊了。 / 旧屏幕上的文字看不清。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"våt","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","12B","12","våt · vått · våte · våtere · våtest / våteste / vått, våte","湿的；潮湿的；被雨淋湿的","Jeg ble våt på vei hjem fordi det regnet. / Barna la de våte vottene på gulvet.","我回家路上被雨淋湿了。 / 孩子们把湿手套放在地板上。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vinterbilde","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","et vinterbilde · vinterbildet · vinterbilder · vinterbildene / vinterbildet, vinterbilder, vinterbildene","冬日照片；冬景图；冬季画面","Hun tok et vinterbilde av fjellet. / Vinterbildene henger på veggen.","她拍了一张山上的冬日照片。 / 那些冬景照片挂在墙上。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vott","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","12A","12","en vott · votten · votter · vottene / votten, votter, vottene","连指手套；手套（拇指单独、其余手指并在一起）","Barnet tar på seg varme votter før barnehagen. / Jeg mistet den ene votten på bussen.","孩子去幼儿园前戴上暖和的连指手套。 / 我在公交车上丢了一只连指手套。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"aha","感叹词","A2","","NorweigenLearn 当前词库","","","aha","啊哈；哦，原来如此；我明白了","Aha, nå skjønner jeg hvordan appen fungerer. / Aha, så du kjente henne fra før.","啊哈，我现在明白这个应用怎么用了。 / 哦，原来你以前就认识她。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"begge","限定词","A2","","NorweigenLearn 当前词库","","","begge","两者都；两个都；双方","Begge barna mine snakker norsk. / Vi liker begge to å gå på tur.","我的两个孩子都会说挪威语。 / 我们俩都喜欢徒步。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bekymret","形容词","A2","","NorweigenLearn 当前词库","","","bekymret · bekymret · bekymrede · mer bekymret · mest bekymret","担心的；忧虑的；挂念的","Jeg er bekymret for sønnen min som har feber. / Foreldrene virket bekymrede etter telefonsamtalen.","我担心发烧的儿子。 / 打完电话后，父母看起来很担忧。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"berømt","形容词","A2","","NorweigenLearn 当前词库","","","berømt · berømt · berømte","著名的；有名的；闻名的","Bergen er berømt for regn og vakre fjell. / Hun møtte en berømt norsk forfatter.","卑尔根以多雨和美丽的山景闻名。 / 她遇到了一位著名的挪威作家。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"binde","动词","A2","","NorweigenLearn 当前词库","","","å binde · binder · bandt · bundet","绑；系；捆；连接；约束（依语境）","Hun bandt sykkelen fast til gjerdet. / Barnet lærte å binde skolissene sine.","她把自行车牢牢地绑在围栏上。 / 孩子学会了系自己的鞋带。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bordtennis","名词","A2","","NorweigenLearn 当前词库","","","en bordtennis · bordtennisen · bordtenniser · bordtennisene","乒乓球；桌上网球运动","Vi spiller bordtennis i pausen. / Bordtennisen er populær på skolen.","我们休息时打乒乓球。 / 乒乓球在学校里很受欢迎。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"cricket","名词","A2","","NorweigenLearn 当前词库","","","en cricket · cricketen · cricketer · cricketene","板球；板球运动","De spiller cricket i parken om sommeren. / Cricket er svært populært i India.","他们夏天在公园里打板球。 / 板球在印度非常受欢迎。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"deres","限定词","A2","","NorweigenLearn 当前词库","","","deres","他们的；她们的；它们的；你们的（敬称/正式）","Barna deres går på samme skole. / Er dette huset deres?","他们的孩子在同一所学校上学。 / 这是你们的房子吗？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"dermed","副词","A2","","NorweigenLearn 当前词库","","","dermed","于是；因此；由此；就这样","Vi sendte søknaden i går og fikk dermed svar i dag. / Han trykket på knappen, og dermed startet maskinen.","我们昨天提交了申请，因此今天就收到了回复。 / 他按下按钮，机器随即启动了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"døgn","名词","A2","","NorweigenLearn 当前词库","","","et døgn · døgnet · døgn · døgnene","一昼夜；24小时（从某一时点连续计算）","Apoteket har åpent hele døgnet. / Togreisen tok nesten et døgn.","这家药房全天营业。 / 火车旅程花了将近一昼夜。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"dyp","名词","A2","","NorweigenLearn 当前词库","","","et dyp · dypet · dyp · dypene","深水处；深处；深度","Båten passerte et dyp på hundre meter. / Hun fant ro i dypet av skogen.","船经过了一处水深一百米的地方。 / 她在森林深处找到了宁静。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"egentlig","形容词","A2","","NorweigenLearn 当前词库","","","egentlig · egentlig · egentlige","真正的；实际的；本来的；（也常作副词）其实","Den egentlige grunnen er at toget var forsinket. / Jeg vet egentlig ikke hva han mener.","真正的原因是火车晚点了。 / 其实我不知道他是什么意思。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"elektrisitet","名词","A2","","NorweigenLearn 当前词库","","","en elektrisitet · elektrisiteten","电；电力；电能","Prisen på elektrisitet kan variere gjennom året. / Elektrisiteten ble borte under uværet.","电价可能会随季节变化。 / 暴风雨期间停电了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"elendig","形容词","A2","","NorweigenLearn 当前词库","","","elendig · elendig · elendige","糟糕的；很差的；状态极差的","Været var elendig hele helgen. / Jeg føler meg elendig og må hvile.","整个周末天气都糟透了。 / 我感觉很不舒服，得休息一下。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ellers","副词","A2","","NorweigenLearn 当前词库","","","ellers","否则；平常/其他时候；除此之外；另外（依语境）","Vi må gå nå, ellers kommer vi for sent. / Jeg er litt trøtt, men ellers går det bra.","我们现在得走了，否则会迟到。 / 我有点累，不过其他方面都挺好。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"elleve","限定词","A2","","NorweigenLearn 当前词库","","","elleve","十一；第十一（需序数词形式时用 ellevte）","Toget går klokka elleve. / Hun har elleve elever i gruppa.","火车十一点出发。 / 她的小组有十一名学生。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"enkel","形容词","A2","","NorweigenLearn 当前词库","","","enkel · enkelt · enkle · enklere · enklest/enkleste","简单的；容易的；单一的；朴素的（依语境）","Det er enkelt å bestille billett på nettet. / Hun forklarte regelen på en enkel måte.","在网上订票很容易。 / 她用简单的方式解释了规则。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"enn","从属连词","A2","","NorweigenLearn 当前词库","","","enn","比；而不是；除了（依结构）","Denne boka er billigere enn den andre. / Han gjør ikke annet enn å klage.","这本书比另一本便宜。 / 他除了抱怨什么也不做。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ensom","形容词","A2","","NorweigenLearn 当前词库","","","ensom · ensomt · ensomme · mer ensom · mest ensom","孤独的；寂寞的；独自一人的（依语境）","Hun følte seg ensom etter at hun flyttet. / Det ensomme barnet fikk en ny venn.","搬家后她感到很孤独。 / 那个孤单的孩子交到了一位新朋友。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"erfaring","名词","A2","","NorweigenLearn 当前词库","","","en erfaring · erfaringen · erfaringer · erfaringene","经验；经历；亲身体验","Hun har lang erfaring med kundeservice. / Vi gjorde oss mange gode erfaringer på kurset.","她有丰富的客户服务经验。 / 我们在课程中获得了许多有益的体验。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"febernedsettende","形容词","A2","","NorweigenLearn 当前词库","","","febernedsettende","退烧的；降低发热的","Apoteket har et febernedsettende middel for barn. / Spør apotekeren før du gir barnet febernedsettende.","药房有儿童用的退烧药。 / 给孩子服用退烧药前先咨询药师。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"flere","限定词","A2","","NorweigenLearn 当前词库","","","flere","更多；另外几个；若干（修饰可数名词）","Jeg vil gjerne lese flere bøker på norsk. / Flere personer kom for sent til møtet.","我想多读几本挪威语书。 / 有好几个人开会迟到了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"forandring","名词","A2","","NorweigenLearn 当前词库","","","en forandring · forandringen · forandringer · forandringene","变化；改变；变动；改变后的事物","Vi må gjøre en liten forandring i planen. / Det har skjedd store forandringer i byen.","我们得对计划做一点小调整。 / 这座城市发生了很大的变化。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"fordi","从属连词","A2","","NorweigenLearn 当前词库","","","fordi","因为；由于","Jeg tar bussen fordi det regner. / Fordi jeg er syk, blir jeg hjemme.","因为下雨，我坐公交车。 / 因为我生病了，所以待在家里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"forkjølelse","名词","A2","","NorweigenLearn 当前词库","","","en forkjølelse · forkjølelsen · forkjølelser · forkjølelsene","感冒","Jeg er forkjølet og blir hjemme. / Forkjølelsen varer noen dager.","我感冒了，就待在家里。 / 感冒会持续几天。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"fritid","名词","A2","","NorweigenLearn 当前词库","","","ei fritid · fritida · fritiden · fritider","空闲时间；闲暇；业余时间","På fritida liker jeg å gå tur. / Hun bruker fritiden på å lære norsk.","空闲时我喜欢散步。 / 她把业余时间用来学挪威语。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hard","形容词","A2","","NorweigenLearn 当前词库","","","hard · hardt · harde · hardere · hardest","硬的；困难的；艰苦的；严厉的","Hun jobber hardt for å lære norsk. / Denne stolen er hardere enn sofaen.","她努力学习挪威语。 / 这把椅子比沙发硬。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hennes","限定词","A2","","NorweigenLearn 当前词库","","","hennes","她的","Hennes familie bor i Trondheim. / Jeg kjenner søsteren hennes.","她的家人住在特隆赫姆。 / 我认识她的姐姐 / 妹妹。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"huff","感叹词","A2","","NorweigenLearn 当前词库","","","huff","唉；哎呀；真糟（表达不满、沮丧或不舒服）","Huff, så mye regn det er i dag! / Huff a meg, jeg glemte nøklene.","唉，今天雨真大！ / 哎呀，我忘了钥匙。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hvem","代词","A2","","NorweigenLearn 当前词库","","","hvem","谁；什么人","Hvem skal hente barna i dag? / Vet du hvem som sendte meldingen?","今天谁去接孩子？ / 你知道是谁发的消息吗？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hvis","从属连词","A2","","NorweigenLearn 当前词库","","","hvis","如果；假如","Hvis jeg får tid, ringer jeg deg i kveld. / Ta med en jakke hvis det blir kaldt.","如果我有时间，今晚就给你打电话。 / 如果天冷，就带件夹克。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"hvorfor","副词","A2","","NorweigenLearn 当前词库","","","hvorfor","为什么；为何","Hvorfor lærer du norsk? / Hun forklarte hvorfor hun var forsinket.","你为什么学挪威语？ / 她解释了自己为什么迟到。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
